origin_date,target,target_end_date,horizon,location,output_type,output_type_id,value
2026/3/18,ILI incidence,2026/4/5,4,GB-SCT,quantile,0.1,1.613187893
2026/3/18,ILI incidence,2026/3/15,1,GB-SCT,quantile,0.15,1.87446568
2026/3/18,ILI incidence,2026/3/22,2,GB-SCT,quantile,0.15,1.912672915
2026/3/18,ILI incidence,2026/3/29,3,GB-SCT,quantile,0.15,2.013907544
2026/3/18,ILI incidence,2026/4/5,4,GB-SCT,quantile,0.15,2.134544901
2026/3/18,ILI incidence,2026/3/15,1,GB-SCT,quantile,0.2,2.277752407
2026/3/18,ILI incidence,2026/3/22,2,GB-SCT,quantile,0.2,2.366902957
2026/3/18,ILI incidence,2026/3/29,3,GB-SCT,quantile,0.2,2.499273133
2026/3/18,ILI incidence,2026/4/5,4,GB-SCT,quantile,0.2,2.639689575
2026/3/18,ILI incidence,2026/3/15,1,GB-SCT,quantile,0.25,2.670664832
2026/3/18,ILI incidence,2026/3/22,2,GB-SCT,quantile,0.25,2.80944821
2026/3/18,ILI incidence,2026/3/29,3,GB-SCT,quantile,0.25,2.97215299
2026/3/18,ILI incidence,2026/4/5,4,GB-SCT,quantile,0.25,3.131839711
2026/3/18,ILI incidence,2026/3/15,1,GB-SCT,quantile,0.3,3.055393631
2026/3/18,ILI incidence,2026/3/22,2,GB-SCT,quantile,0.3,3.24277608
2026/3/18,ILI incidence,2026/3/29,3,GB-SCT,quantile,0.3,3.435183652
2026/3/18,ILI incidence,2026/4/5,4,GB-SCT,quantile,0.3,3.613739289
2026/3/18,ILI incidence,2026/3/15,1,GB-SCT,quantile,0.35,3.433855357
2026/3/18,ILI incidence,2026/3/22,2,GB-SCT,quantile,0.35,3.669045218
2026/3/18,ILI incidence,2026/3/29,3,GB-SCT,quantile,0.35,3.890671735
2026/3/18,ILI incidence,2026/4/5,4,GB-SCT,quantile,0.35,4.087788921
2026/3/18,ILI incidence,2026/3/15,1,GB-SCT,quantile,0.4,3.807770514
2026/3/18,ILI incidence,2026/3/22,2,GB-SCT,quantile,0.4,4.090193463
2026/3/18,ILI incidence,2026/3/29,3,GB-SCT,quantile,0.4,4.34068791
2026/3/18,ILI incidence,2026/4/5,4,GB-SCT,quantile,0.4,4.55614366
2026/3/18,ILI incidence,2026/3/15,1,GB-SCT,quantile,0.45,4.178724673
2026/3/18,ILI incidence,2026/3/22,2,GB-SCT,quantile,0.45,4.508006675
2026/3/18,ILI incidence,2026/3/29,3,GB-SCT,quantile,0.45,4.78714045
2026/3/18,ILI incidence,2026/4/5,4,GB-SCT,quantile,0.45,5.020789542
2026/3/18,ILI incidence,2026/3/15,1,GB-SCT,quantile,0.5,4.548218746
2026/3/18,ILI incidence,2026/3/22,2,GB-SCT,quantile,0.5,4.924175363
2026/3/18,ILI incidence,2026/3/29,3,GB-SCT,quantile,0.5,5.23183574
2026/3/18,ILI incidence,2026/4/5,4,GB-SCT,quantile,0.5,5.483606565
2026/3/18,ILI incidence,2026/3/15,1,GB-SCT,quantile,0.55,4.917712819
2026/3/18,ILI incidence,2026/3/22,2,GB-SCT,quantile,0.55,5.340344051
2026/3/18,ILI incidence,2026/3/29,3,GB-SCT,quantile,0.55,5.67653103
2026/3/18,ILI incidence,2026/4/5,4,GB-SCT,quantile,0.55,5.946423589
2026/3/18,ILI incidence,2026/3/15,1,GB-SCT,quantile,0.6,5.288666978
2026/3/18,ILI incidence,2026/3/22,2,GB-SCT,quantile,0.6,5.758157263
2026/3/18,ILI incidence,2026/3/29,3,GB-SCT,quantile,0.6,6.12298357
2026/3/18,ILI incidence,2026/4/5,4,GB-SCT,quantile,0.6,6.411069471
2026/3/18,ILI incidence,2026/3/15,1,GB-SCT,quantile,0.65,5.662582136
2026/3/18,ILI incidence,2026/3/22,2,GB-SCT,quantile,0.65,6.179305508
2026/3/18,ILI incidence,2026/3/29,3,GB-SCT,quantile,0.65,6.572999745
2026/3/18,ILI incidence,2026/4/5,4,GB-SCT,quantile,0.65,6.87942421
2026/3/18,ILI incidence,2026/3/15,1,GB-SCT,quantile,0.7,6.041043862
2026/3/18,ILI incidence,2026/3/22,2,GB-SCT,quantile,0.7,6.605574646
2026/3/18,ILI incidence,2026/3/29,3,GB-SCT,quantile,0.7,7.028487829
2026/3/18,ILI incidence,2026/4/5,4,GB-SCT,quantile,0.7,7.353473842
2026/3/18,ILI incidence,2026/3/15,1,GB-SCT,quantile,0.75,6.425772661
2026/3/18,ILI incidence,2026/3/22,2,GB-SCT,quantile,0.75,7.038902516
2026/3/18,ILI incidence,2026/3/29,3,GB-SCT,quantile,0.75,7.49151849
2026/3/18,ILI incidence,2026/4/5,4,GB-SCT,quantile,0.75,7.83537342
2026/3/18,ILI incidence,2026/3/15,1,GB-SCT,quantile,0.8,6.818685085
2026/3/18,ILI incidence,2026/3/22,2,GB-SCT,quantile,0.8,7.481447769
2026/3/18,ILI incidence,2026/3/29,3,GB-SCT,quantile,0.8,7.964398347
2026/3/18,ILI incidence,2026/4/5,4,GB-SCT,quantile,0.8,8.327523556
2026/3/18,ILI incidence,2026/3/15,1,GB-SCT,quantile,0.85,7.221971813
2026/3/18,ILI incidence,2026/3/22,2,GB-SCT,quantile,0.85,7.935677811
2026/3/18,ILI incidence,2026/3/29,3,GB-SCT,quantile,0.85,8.449763936
2026/3/18,ILI incidence,2026/4/5,4,GB-SCT,quantile,0.85,8.832668229
2026/3/18,ILI incidence,2026/3/15,1,GB-SCT,quantile,0.9,7.638201802
2026/3/18,ILI incidence,2026/3/22,2,GB-SCT,quantile,0.9,8.404486112
2026/3/18,ILI incidence,2026/3/29,3,GB-SCT,quantile,0.9,8.950707062
2026/3/18,ILI incidence,2026/4/5,4,GB-SCT,quantile,0.9,9.354025238
2026/3/18,ILI incidence,2026/3/15,1,GB-SCT,quantile,0.95,8.070466754
2026/3/18,ILI incidence,2026/3/22,2,GB-SCT,quantile,0.95,8.891354917
2026/3/18,ILI incidence,2026/3/29,3,GB-SCT,quantile,0.95,9.470948663
2026/3/18,ILI incidence,2026/4/5,4,GB-SCT,quantile,0.95,9.895467152
2026/3/18,ILI incidence,2026/3/15,1,GB-SCT,quantile,0.975,8.29377077
2026/3/18,ILI incidence,2026/3/22,2,GB-SCT,quantile,0.975,9.142866771
2026/3/18,ILI incidence,2026/3/29,3,GB-SCT,quantile,0.975,9.73970059
2026/3/18,ILI incidence,2026/4/5,4,GB-SCT,quantile,0.975,10.17517096
2026/3/18,ILI incidence,2026/3/15,1,GB-SCT,quantile,0.99,8.430360845
2026/3/18,ILI incidence,2026/3/22,2,GB-SCT,quantile,0.99,9.29671095
2026/3/18,ILI incidence,2026/3/29,3,GB-SCT,quantile,0.99,9.904090137
2026/3/18,ILI incidence,2026/4/5,4,GB-SCT,quantile,0.99,10.34625953
2026/3/18,ILI incidence,2026/3/15,1,GB-SCT,median,,4.548218746
2026/3/18,ILI incidence,2026/3/22,2,GB-SCT,median,,4.924175363
2026/3/18,ILI incidence,2026/3/29,3,GB-SCT,median,,5.23183574
2026/3/18,ILI incidence,2026/4/5,4,GB-SCT,median,,5.483606565
2026/3/18,ILI incidence,2026/3/15,1,GR,quantile,0.01,539.7407592
2026/3/18,ILI incidence,2026/3/22,2,GR,quantile,0.01,520.2267946
2026/3/18,ILI incidence,2026/3/29,3,GR,quantile,0.01,508.0512247
2026/3/18,ILI incidence,2026/4/5,4,GR,quantile,0.01,500.2092658
2026/3/18,ILI incidence,2026/3/15,1,GR,quantile,0.025,545.4121963
2026/3/18,ILI incidence,2026/3/22,2,GR,quantile,0.025,526.7340479
2026/3/18,ILI incidence,2026/3/29,3,GR,quantile,0.025,515.1154672
2026/3/18,ILI incidence,2026/4/5,4,GR,quantile,0.025,507.6602439
2026/3/18,ILI incidence,2026/3/15,1,GR,quantile,0.05,554.6841342
2026/3/18,ILI incidence,2026/3/22,2,GR,quantile,0.05,537.3724181
2026/3/18,ILI incidence,2026/3/29,3,GR,quantile,0.05,526.6644303
2026/3/18,ILI incidence,2026/4/5,4,GR,quantile,0.05,519.8414607
2026/3/18,ILI incidence,2026/3/15,1,GR,quantile,0.1,572.6324624
2026/3/18,ILI incidence,2026/3/22,2,GR,quantile,0.1,557.9658436
2026/3/18,ILI incidence,2026/3/29,3,GR,quantile,0.1,549.0205528
2026/3/18,ILI incidence,2026/4/5,4,GR,quantile,0.1,543.4214803
2026/3/18,ILI incidence,2026/3/15,1,GR,quantile,0.15,589.9149934
2026/3/18,ILI incidence,2026/3/22,2,GR,quantile,0.15,577.7953514
2026/3/18,ILI incidence,2026/3/29,3,GR,quantile,0.15,570.5473701
2026/3/18,ILI incidence,2026/4/5,4,GR,quantile,0.15,566.126794
2026/3/18,ILI incidence,2026/3/15,1,GR,quantile,0.2,606.6600997
2026/3/18,ILI incidence,2026/3/22,2,GR,quantile,0.2,597.0082326
2026/3/18,ILI incidence,2026/3/29,3,GR,quantile,0.2,591.4047804
2026/3/18,ILI incidence,2026/4/5,4,GR,quantile,0.2,588.1260538
2026/3/18,ILI incidence,2026/3/15,1,GR,quantile,0.25,622.9744483
2026/3/18,ILI incidence,2026/3/22,2,GR,quantile,0.25,615.7268743
2026/3/18,ILI incidence,2026/3/29,3,GR,quantile,0.25,611.7256467
2026/3/18,ILI incidence,2026/4/5,4,GR,quantile,0.25,609.5593961
2026/3/18,ILI incidence,2026/3/15,1,GR,quantile,0.3,638.9489999
2026/3/18,ILI incidence,2026/3/22,2,GR,quantile,0.3,634.0556419
2026/3/18,ILI incidence,2026/3/29,3,GR,quantile,0.3,631.6232677
2026/3/18,ILI incidence,2026/4/5,4,GR,quantile,0.3,630.5463223
2026/3/18,ILI incidence,2026/3/15,1,GR,quantile,0.35,654.6633326
2026/3/18,ILI incidence,2026/3/22,2,GR,quantile,0.35,652.0858414
2026/3/18,ILI incidence,2026/3/29,3,GR,quantile,0.35,651.1967647
2026/3/18,ILI incidence,2026/4/5,4,GR,quantile,0.35,651.1913802
2026/3/18,ILI incidence,2026/3/15,1,GR,quantile,0.4,670.1888845
2026/3/18,ILI incidence,2026/3/22,2,GR,quantile,0.4,669.8994391
2026/3/18,ILI incidence,2026/3/29,3,GR,quantile,0.4,670.5351196
2026/3/18,ILI incidence,2026/4/5,4,GR,quantile,0.4,671.5884231
2026/3/18,ILI incidence,2026/3/15,1,GR,quantile,0.45,685.5914911
2026/3/18,ILI incidence,2026/3/22,2,GR,quantile,0.45,687.5719725
2026/3/18,ILI incidence,2026/3/29,3,GR,quantile,0.45,689.720336
2026/3/18,ILI incidence,2026/4/5,4,GR,quantile,0.45,691.8239437
2026/3/18,ILI incidence,2026/3/15,1,GR,quantile,0.5,700.9334726
2026/3/18,ILI incidence,2026/3/22,2,GR,quantile,0.5,705.1749464
2026/3/18,ILI incidence,2026/3/29,3,GR,quantile,0.5,708.8300388
2026/3/18,ILI incidence,2026/4/5,4,GR,quantile,0.5,711.9798168
2026/3/18,ILI incidence,2026/3/15,1,GR,quantile,0.55,716.2754541
2026/3/18,ILI incidence,2026/3/22,2,GR,quantile,0.55,722.7779202
2026/3/18,ILI incidence,2026/3/29,3,GR,quantile,0.55,727.9397416
2026/3/18,ILI incidence,2026/4/5,4,GR,quantile,0.55,732.1356899
2026/3/18,ILI incidence,2026/3/15,1,GR,quantile,0.6,731.6780607
2026/3/18,ILI incidence,2026/3/22,2,GR,quantile,0.6,740.4504537
2026/3/18,ILI incidence,2026/3/29,3,GR,quantile,0.6,747.124958
2026/3/18,ILI incidence,2026/4/5,4,GR,quantile,0.6,752.3712105
2026/3/18,ILI incidence,2026/3/15,1,GR,quantile,0.65,747.2036126
2026/3/18,ILI incidence,2026/3/22,2,GR,quantile,0.65,758.2640513
2026/3/18,ILI incidence,2026/3/29,3,GR,quantile,0.65,766.4633129
2026/3/18,ILI incidence,2026/4/5,4,GR,quantile,0.65,772.7682534
2026/3/18,ILI incidence,2026/3/15,1,GR,quantile,0.7,762.9179454
2026/3/18,ILI incidence,2026/3/22,2,GR,quantile,0.7,776.2942509
2026/3/18,ILI incidence,2026/3/29,3,GR,quantile,0.7,786.0368099
2026/3/18,ILI incidence,2026/4/5,4,GR,quantile,0.7,793.4133113
2026/3/18,ILI incidence,2026/3/15,1,GR,quantile,0.75,778.8924969
2026/3/18,ILI incidence,2026/3/22,2,GR,quantile,0.75,794.6230185
2026/3/18,ILI incidence,2026/3/29,3,GR,quantile,0.75,805.9344309
2026/3/18,ILI incidence,2026/4/5,4,GR,quantile,0.75,814.4002375
2026/3/18,ILI incidence,2026/3/15,1,GR,quantile,0.8,795.2068456
2026/3/18,ILI incidence,2026/3/22,2,GR,quantile,0.8,813.3416601
2026/3/18,ILI incidence,2026/3/29,3,GR,quantile,0.8,826.2552972
2026/3/18,ILI incidence,2026/4/5,4,GR,quantile,0.8,835.8335798
2026/3/18,ILI incidence,2026/3/15,1,GR,quantile,0.85,811.9519518
2026/3/18,ILI incidence,2026/3/22,2,GR,quantile,0.85,832.5545413
2026/3/18,ILI incidence,2026/3/29,3,GR,quantile,0.85,847.1127075
2026/3/18,ILI incidence,2026/4/5,4,GR,quantile,0.85,857.8328396
2026/3/18,ILI incidence,2026/3/15,1,GR,quantile,0.9,829.2344829
2026/3/18,ILI incidence,2026/3/22,2,GR,quantile,0.9,852.3840492
2026/3/18,ILI incidence,2026/3/29,3,GR,quantile,0.9,868.6395248
2026/3/18,ILI incidence,2026/4/5,4,GR,quantile,0.9,880.5381533
2026/3/18,ILI incidence,2026/3/15,1,GR,quantile,0.95,847.1828111
2026/3/18,ILI incidence,2026/3/22,2,GR,quantile,0.95,872.9774746
2026/3/18,ILI incidence,2026/3/29,3,GR,quantile,0.95,890.9956473
2026/3/18,ILI incidence,2026/4/5,4,GR,quantile,0.95,904.1181729
2026/3/18,ILI incidence,2026/3/15,1,GR,quantile,0.975,856.4547489
2026/3/18,ILI incidence,2026/3/22,2,GR,quantile,0.975,883.6158449
2026/3/18,ILI incidence,2026/3/29,3,GR,quantile,0.975,902.5446103
2026/3/18,ILI incidence,2026/4/5,4,GR,quantile,0.975,916.2993897
2026/3/18,ILI incidence,2026/3/15,1,GR,quantile,0.99,862.1261861
2026/3/18,ILI incidence,2026/3/22,2,GR,quantile,0.99,890.1230982
2026/3/18,ILI incidence,2026/3/29,3,GR,quantile,0.99,909.6088529
2026/3/18,ILI incidence,2026/4/5,4,GR,quantile,0.99,923.7503677
2026/3/18,ILI incidence,2026/3/15,1,GR,median,,700.9334726
2026/3/18,ILI incidence,2026/3/22,2,GR,median,,705.1749464
2026/3/18,ILI incidence,2026/3/29,3,GR,median,,708.8300388
2026/3/18,ILI incidence,2026/4/5,4,GR,median,,711.9798168
2026/3/18,ILI incidence,2026/3/15,1,HR,quantile,0.01,0
2026/3/18,ILI incidence,2026/3/22,2,HR,quantile,0.01,0
2026/3/18,ILI incidence,2026/3/29,3,HR,quantile,0.01,0
2026/3/18,ILI incidence,2026/4/5,4,HR,quantile,0.01,0
2026/3/18,ILI incidence,2026/3/15,1,HR,quantile,0.025,0
2026/3/18,ILI incidence,2026/3/22,2,HR,quantile,0.025,0
2026/3/18,ILI incidence,2026/3/29,3,HR,quantile,0.025,0
2026/3/18,ILI incidence,2026/4/5,4,HR,quantile,0.025,0
2026/3/18,ILI incidence,2026/3/15,1,HR,quantile,0.05,0
2026/3/18,ILI incidence,2026/3/22,2,HR,quantile,0.05,0
2026/3/18,ILI incidence,2026/3/29,3,HR,quantile,0.05,0
2026/3/18,ILI incidence,2026/4/5,4,HR,quantile,0.05,0
2026/3/18,ILI incidence,2026/3/15,1,HR,quantile,0.1,0
2026/3/18,ILI incidence,2026/3/22,2,HR,quantile,0.1,0
2026/3/18,ILI incidence,2026/3/29,3,HR,quantile,0.1,0
2026/3/18,ILI incidence,2026/4/5,4,HR,quantile,0.1,0
2026/3/18,ILI incidence,2026/3/15,1,HR,quantile,0.15,0
2026/3/18,ILI incidence,2026/3/22,2,HR,quantile,0.15,0
2026/3/18,ILI incidence,2026/3/29,3,HR,quantile,0.15,0
2026/3/18,ILI incidence,2026/4/5,4,HR,quantile,0.15,0
2026/3/18,ILI incidence,2026/3/15,1,HR,quantile,0.2,0
2026/3/18,ILI incidence,2026/3/22,2,HR,quantile,0.2,0
2026/3/18,ILI incidence,2026/3/29,3,HR,quantile,0.2,0
2026/3/18,ILI incidence,2026/4/5,4,HR,quantile,0.2,0.120078869
2026/3/18,ILI incidence,2026/3/15,1,HR,quantile,0.25,0
2026/3/18,ILI incidence,2026/3/22,2,HR,quantile,0.25,0
2026/3/18,ILI incidence,2026/3/29,3,HR,quantile,0.25,1.460056682
2026/3/18,ILI incidence,2026/4/5,4,HR,quantile,0.25,2.901643561
2026/3/18,ILI incidence,2026/3/15,1,HR,quantile,0.3,0.47493774
2026/3/18,ILI incidence,2026/3/22,2,HR,quantile,0.3,2.233272394
2026/3/18,ILI incidence,2026/3/29,3,HR,quantile,0.3,4.070719435
2026/3/18,ILI incidence,2026/4/5,4,HR,quantile,0.3,5.625273507
2026/3/18,ILI incidence,2026/3/15,1,HR,quantile,0.35,2.390339434
2026/3/18,ILI incidence,2026/3/22,2,HR,quantile,0.35,4.573219523
2026/3/18,ILI incidence,2026/3/29,3,HR,quantile,0.35,6.63885557
2026/3/18,ILI incidence,2026/4/5,4,HR,quantile,0.35,8.304536645
2026/3/18,ILI incidence,2026/3/15,1,HR,quantile,0.4,4.28273086
2026/3/18,ILI incidence,2026/3/22,2,HR,quantile,0.4,6.885056199
2026/3/18,ILI incidence,2026/3/29,3,HR,quantile,0.4,9.176139951
2026/3/18,ILI incidence,2026/4/5,4,HR,quantile,0.4,10.95161303
2026/3/18,ILI incidence,2026/3/15,1,HR,quantile,0.45,6.160136621
2026/3/18,ILI incidence,2026/3/22,2,HR,quantile,0.45,9.178585663
2026/3/18,ILI incidence,2026/3/29,3,HR,quantile,0.45,11.69333182
2026/3/18,ILI incidence,2026/4/5,4,HR,quantile,0.45,13.57772747
2026/3/18,ILI incidence,2026/3/15,1,HR,quantile,0.5,8.03015286
2026/3/18,ILI incidence,2026/3/22,2,HR,quantile,0.5,11.46308773
2026/3/18,ILI incidence,2026/3/29,3,HR,quantile,0.5,14.20061595
2026/3/18,ILI incidence,2026/4/5,4,HR,quantile,0.5,16.19350545
2026/3/18,ILI incidence,2026/3/15,1,HR,quantile,0.55,9.900169098
2026/3/18,ILI incidence,2026/3/22,2,HR,quantile,0.55,13.7475898
2026/3/18,ILI incidence,2026/3/29,3,HR,quantile,0.55,16.70790009
2026/3/18,ILI incidence,2026/4/5,4,HR,quantile,0.55,18.80928343
2026/3/18,ILI incidence,2026/3/15,1,HR,quantile,0.6,11.77757486
2026/3/18,ILI incidence,2026/3/22,2,HR,quantile,0.6,16.04111926
2026/3/18,ILI incidence,2026/3/29,3,HR,quantile,0.6,19.22509196
2026/3/18,ILI incidence,2026/4/5,4,HR,quantile,0.6,21.43539788
2026/3/18,ILI incidence,2026/3/15,1,HR,quantile,0.65,13.66996629
2026/3/18,ILI incidence,2026/3/22,2,HR,quantile,0.65,18.35295594
2026/3/18,ILI incidence,2026/3/29,3,HR,quantile,0.65,21.76237634
2026/3/18,ILI incidence,2026/4/5,4,HR,quantile,0.65,24.08247426
2026/3/18,ILI incidence,2026/3/15,1,HR,quantile,0.7,15.58536798
2026/3/18,ILI incidence,2026/3/22,2,HR,quantile,0.7,20.69290307
2026/3/18,ILI incidence,2026/3/29,3,HR,quantile,0.7,24.33051247
2026/3/18,ILI incidence,2026/4/5,4,HR,quantile,0.7,26.7617374
2026/3/18,ILI incidence,2026/3/15,1,HR,quantile,0.75,17.53248745
2026/3/18,ILI incidence,2026/3/22,2,HR,quantile,0.75,23.07159816
2026/3/18,ILI incidence,2026/3/29,3,HR,quantile,0.75,26.94117523
2026/3/18,ILI incidence,2026/4/5,4,HR,quantile,0.75,29.48536734
2026/3/18,ILI incidence,2026/3/15,1,HR,quantile,0.8,19.52102439
2026/3/18,ILI incidence,2026/3/22,2,HR,quantile,0.8,25.50089083
2026/3/18,ILI incidence,2026/3/29,3,HR,quantile,0.8,29.60736978
2026/3/18,ILI incidence,2026/4/5,4,HR,quantile,0.8,32.26693204
2026/3/18,ILI incidence,2026/3/15,1,HR,quantile,0.85,21.56206587
2026/3/18,ILI incidence,2026/3/22,2,HR,quantile,0.85,27.99432559
2026/3/18,ILI incidence,2026/3/29,3,HR,quantile,0.85,32.34396148
2026/3/18,ILI incidence,2026/4/5,4,HR,quantile,0.85,35.12194006
2026/3/18,ILI incidence,2026/3/15,1,HR,quantile,0.9,23.66861343
2026/3/18,ILI incidence,2026/3/22,2,HR,quantile,0.9,30.56778573
2026/3/18,ILI incidence,2026/3/29,3,HR,quantile,0.9,35.16838256
2026/3/18,ILI incidence,2026/4/5,4,HR,quantile,0.9,38.06857796
2026/3/18,ILI incidence,2026/3/15,1,HR,quantile,0.95,25.85631423
2026/3/18,ILI incidence,2026/3/22,2,HR,quantile,0.95,33.24038658
2026/3/18,ILI incidence,2026/3/29,3,HR,quantile,0.95,38.10161243
2026/3/18,ILI incidence,2026/4/5,4,HR,quantile,0.95,41.12873298
2026/3/18,ILI incidence,2026/3/15,1,HR,quantile,0.975,26.98645992
2026/3/18,ILI incidence,2026/3/22,2,HR,quantile,0.975,34.6210271
2026/3/18,ILI incidence,2026/3/29,3,HR,quantile,0.975,39.61689146
2026/3/18,ILI incidence,2026/4/5,4,HR,quantile,0.975,42.70958034
2026/3/18,ILI incidence,2026/3/15,1,HR,quantile,0.99,27.67774478
2026/3/18,ILI incidence,2026/3/22,2,HR,quantile,0.99,35.46553404
2026/3/18,ILI incidence,2026/3/29,3,HR,quantile,0.99,40.54375376
2026/3/18,ILI incidence,2026/4/5,4,HR,quantile,0.99,43.67654933
2026/3/18,ILI incidence,2026/3/15,1,HR,median,,8.03015286
2026/3/18,ILI incidence,2026/3/22,2,HR,median,,11.46308773
2026/3/18,ILI incidence,2026/3/29,3,HR,median,,14.20061595
2026/3/18,ILI incidence,2026/4/5,4,HR,median,,16.19350545
2026/3/18,ILI incidence,2026/3/15,1,IE,quantile,0.01,0
2026/3/18,ILI incidence,2026/3/22,2,IE,quantile,0.01,0
2026/3/18,ILI incidence,2026/3/29,3,IE,quantile,0.01,0
2026/3/18,ILI incidence,2026/4/5,4,IE,quantile,0.01,0
2026/3/18,ILI incidence,2026/3/15,1,IE,quantile,0.025,0
2026/3/18,ILI incidence,2026/3/22,2,IE,quantile,0.025,0
2026/3/18,ILI incidence,2026/3/29,3,IE,quantile,0.025,0
2026/3/18,ILI incidence,2026/4/5,4,IE,quantile,0.025,0
2026/3/18,ILI incidence,2026/3/15,1,IE,quantile,0.05,0
2026/3/18,ILI incidence,2026/3/22,2,IE,quantile,0.05,0
2026/3/18,ILI incidence,2026/3/29,3,IE,quantile,0.05,0
2026/3/18,ILI incidence,2026/4/5,4,IE,quantile,0.05,0
2026/3/18,ILI incidence,2026/3/15,1,IE,quantile,0.1,0.1992582
2026/3/18,ILI incidence,2026/3/22,2,IE,quantile,0.1,0.316992759
2026/3/18,ILI incidence,2026/3/29,3,IE,quantile,0.1,0.658026021
2026/3/18,ILI incidence,2026/4/5,4,IE,quantile,0.1,1.064591102
2026/3/18,ILI incidence,2026/3/15,1,IE,quantile,0.15,1.119513327
2026/3/18,ILI incidence,2026/3/22,2,IE,quantile,0.15,1.387275611
2026/3/18,ILI incidence,2026/3/29,3,IE,quantile,0.15,1.818642173
2026/3/18,ILI incidence,2026/4/5,4,IE,quantile,0.15,2.282384979
2026/3/18,ILI incidence,2026/3/15,1,IE,quantile,0.2,2.011151816
2026/3/18,ILI incidence,2026/3/22,2,IE,quantile,0.2,2.4242765
2026/3/18,ILI incidence,2026/3/29,3,IE,quantile,0.2,2.943167321
2026/3/18,ILI incidence,2026/4/5,4,IE,quantile,0.2,3.462309829
2026/3/18,ILI incidence,2026/3/15,1,IE,quantile,0.25,2.879853453
2026/3/18,ILI incidence,2026/3/22,2,IE,quantile,0.25,3.434601177
2026/3/18,ILI incidence,2026/3/29,3,IE,quantile,0.25,4.03876475
2026/3/18,ILI incidence,2026/4/5,4,IE,quantile,0.25,4.611881836
2026/3/18,ILI incidence,2026/3/15,1,IE,quantile,0.3,3.730461673
2026/3/18,ILI incidence,2026/3/22,2,IE,quantile,0.3,4.423882697
2026/3/18,ILI incidence,2026/3/29,3,IE,quantile,0.3,5.111542951
2026/3/18,ILI incidence,2026/4/5,4,IE,quantile,0.3,5.737510426
2026/3/18,ILI incidence,2026/3/15,1,IE,quantile,0.35,4.567213836
2026/3/18,ILI incidence,2026/3/22,2,IE,quantile,0.35,5.39704923
2026/3/18,ILI incidence,2026/3/29,3,IE,quantile,0.35,6.166846038
2026/3/18,ILI incidence,2026/4/5,4,IE,quantile,0.35,6.844802992
2026/3/18,ILI incidence,2026/3/15,1,IE,quantile,0.4,5.393913856
2026/3/18,ILI incidence,2026/3/22,2,IE,quantile,0.4,6.358524835
2026/3/18,ILI incidence,2026/3/29,3,IE,quantile,0.4,7.209471467
2026/3/18,ILI incidence,2026/4/5,4,IE,quantile,0.4,7.938793335
2026/3/18,ILI incidence,2026/3/15,1,IE,quantile,0.45,6.214067318
2026/3/18,ILI incidence,2026/3/22,2,IE,quantile,0.45,7.312386607
2026/3/18,ILI incidence,2026/3/29,3,IE,quantile,0.45,8.243840446
2026/3/18,ILI incidence,2026/4/5,4,IE,quantile,0.45,9.024120474
2026/3/18,ILI incidence,2026/3/15,1,IE,quantile,0.5,7.030992634
2026/3/18,ILI incidence,2026/3/22,2,IE,quantile,0.5,8.262493953
2026/3/18,ILI incidence,2026/3/29,3,IE,quantile,0.5,9.274138119
2026/3/18,ILI incidence,2026/4/5,4,IE,quantile,0.5,10.10517574
2026/3/18,ILI incidence,2026/3/15,1,IE,quantile,0.55,7.847917949
2026/3/18,ILI incidence,2026/3/22,2,IE,quantile,0.55,9.212601298
2026/3/18,ILI incidence,2026/3/29,3,IE,quantile,0.55,10.30443579
2026/3/18,ILI incidence,2026/4/5,4,IE,quantile,0.55,11.186231
2026/3/18,ILI incidence,2026/3/15,1,IE,quantile,0.6,8.668071411
2026/3/18,ILI incidence,2026/3/22,2,IE,quantile,0.6,10.16646307
2026/3/18,ILI incidence,2026/3/29,3,IE,quantile,0.6,11.33880477
2026/3/18,ILI incidence,2026/4/5,4,IE,quantile,0.6,12.27155814
2026/3/18,ILI incidence,2026/3/15,1,IE,quantile,0.65,9.494771431
2026/3/18,ILI incidence,2026/3/22,2,IE,quantile,0.65,11.12793868
2026/3/18,ILI incidence,2026/3/29,3,IE,quantile,0.65,12.3814302
2026/3/18,ILI incidence,2026/4/5,4,IE,quantile,0.65,13.36554848
2026/3/18,ILI incidence,2026/3/15,1,IE,quantile,0.7,10.33152359
2026/3/18,ILI incidence,2026/3/22,2,IE,quantile,0.7,12.10110521
2026/3/18,ILI incidence,2026/3/29,3,IE,quantile,0.7,13.43673329
2026/3/18,ILI incidence,2026/4/5,4,IE,quantile,0.7,14.47284104
2026/3/18,ILI incidence,2026/3/15,1,IE,quantile,0.75,11.18213181
2026/3/18,ILI incidence,2026/3/22,2,IE,quantile,0.75,13.09038673
2026/3/18,ILI incidence,2026/3/29,3,IE,quantile,0.75,14.50951149
2026/3/18,ILI incidence,2026/4/5,4,IE,quantile,0.75,15.59846963
2026/3/18,ILI incidence,2026/3/15,1,IE,quantile,0.8,12.05083345
2026/3/18,ILI incidence,2026/3/22,2,IE,quantile,0.8,14.10071141
2026/3/18,ILI incidence,2026/3/29,3,IE,quantile,0.8,15.60510892
2026/3/18,ILI incidence,2026/4/5,4,IE,quantile,0.8,16.74804164
2026/3/18,ILI incidence,2026/3/15,1,IE,quantile,0.85,12.94247194
