origin_date,target,target_end_date,horizon,location,output_type,output_type_id,value
2026/3/18,ILI incidence,2026/4/5,4,EE,quantile,0.65,199.3959632
2026/3/18,ILI incidence,2026/3/15,1,EE,quantile,0.7,105.9307375
2026/3/18,ILI incidence,2026/3/22,2,EE,quantile,0.7,269.508501
2026/3/18,ILI incidence,2026/3/29,3,EE,quantile,0.7,120.5103198
2026/3/18,ILI incidence,2026/4/5,4,EE,quantile,0.7,204.8921722
2026/3/18,ILI incidence,2026/3/15,1,EE,quantile,0.75,109.9833294
2026/3/18,ILI incidence,2026/3/22,2,EE,quantile,0.75,274.034837
2026/3/18,ILI incidence,2026/3/29,3,EE,quantile,0.75,125.2963246
2026/3/18,ILI incidence,2026/4/5,4,EE,quantile,0.75,210.4793948
2026/3/18,ILI incidence,2026/3/15,1,EE,quantile,0.8,114.1221245
2026/3/18,ILI incidence,2026/3/22,2,EE,quantile,0.8,278.6574533
2026/3/18,ILI incidence,2026/3/29,3,EE,quantile,0.8,130.1841333
2026/3/18,ILI incidence,2026/4/5,4,EE,quantile,0.8,216.185464
2026/3/18,ILI incidence,2026/3/15,1,EE,quantile,0.85,118.3701988
2026/3/18,ILI incidence,2026/3/22,2,EE,quantile,0.85,283.4021234
2026/3/18,ILI incidence,2026/3/29,3,EE,quantile,0.85,135.2009977
2026/3/18,ILI incidence,2026/4/5,4,EE,quantile,0.85,222.0421941
2026/3/18,ILI incidence,2026/3/15,1,EE,quantile,0.9,122.7546126
2026/3/18,ILI incidence,2026/3/22,2,EE,quantile,0.9,288.299071
2026/3/18,ILI incidence,2026/3/29,3,EE,quantile,0.9,140.3788755
2026/3/18,ILI incidence,2026/4/5,4,EE,quantile,0.9,228.0868926
2026/3/18,ILI incidence,2026/3/15,1,EE,quantile,0.95,127.3079329
2026/3/18,ILI incidence,2026/3/22,2,EE,quantile,0.95,293.38467
2026/3/18,ILI incidence,2026/3/29,3,EE,quantile,0.95,145.7562274
2026/3/18,ILI incidence,2026/4/5,4,EE,quantile,0.95,234.3644588
2026/3/18,ILI incidence,2026/3/15,1,EE,quantile,0.975,129.6601354
2026/3/18,ILI incidence,2026/3/22,2,EE,quantile,0.975,296.0118427
2026/3/18,ILI incidence,2026/3/29,3,EE,quantile,0.975,148.5341169
2026/3/18,ILI incidence,2026/4/5,4,EE,quantile,0.975,237.6073905
2026/3/18,ILI incidence,2026/3/15,1,EE,quantile,0.99,131.0989251
2026/3/18,ILI incidence,2026/3/22,2,EE,quantile,0.99,297.6188255
2026/3/18,ILI incidence,2026/3/29,3,EE,quantile,0.99,150.2332898
2026/3/18,ILI incidence,2026/4/5,4,EE,quantile,0.99,239.5910194
2026/3/18,ILI incidence,2026/3/15,1,EE,median,,90.20586598
2026/3/18,ILI incidence,2026/3/22,2,EE,median,,251.9454072
2026/3/18,ILI incidence,2026/3/29,3,EE,median,,101.9396586
2026/3/18,ILI incidence,2026/4/5,4,EE,median,,183.2126249
2026/3/18,ILI incidence,2026/3/15,1,ES,quantile,0.01,2.114427332
2026/3/18,ILI incidence,2026/3/22,2,ES,quantile,0.01,0
2026/3/18,ILI incidence,2026/3/29,3,ES,quantile,0.01,0
2026/3/18,ILI incidence,2026/4/5,4,ES,quantile,0.01,0
2026/3/18,ILI incidence,2026/3/15,1,ES,quantile,0.025,2.597744163
2026/3/18,ILI incidence,2026/3/22,2,ES,quantile,0.025,0.193933098
2026/3/18,ILI incidence,2026/3/29,3,ES,quantile,0.025,0
2026/3/18,ILI incidence,2026/4/5,4,ES,quantile,0.025,0
2026/3/18,ILI incidence,2026/3/15,1,ES,quantile,0.05,3.387893736
2026/3/18,ILI incidence,2026/3/22,2,ES,quantile,0.05,1.288267771
2026/3/18,ILI incidence,2026/3/29,3,ES,quantile,0.05,1.007464616
2026/3/18,ILI incidence,2026/4/5,4,ES,quantile,0.05,1.325202468
2026/3/18,ILI incidence,2026/3/15,1,ES,quantile,0.1,4.917440639
2026/3/18,ILI incidence,2026/3/22,2,ES,quantile,0.1,3.406646704
2026/3/18,ILI incidence,2026/3/29,3,ES,quantile,0.1,3.422192699
2026/3/18,ILI incidence,2026/4/5,4,ES,quantile,0.1,3.908044217
2026/3/18,ILI incidence,2026/3/15,1,ES,quantile,0.15,6.390248668
2026/3/18,ILI incidence,2026/3/22,2,ES,quantile,0.15,5.44644391
2026/3/18,ILI incidence,2026/3/29,3,ES,quantile,0.15,5.74734592
2026/3/18,ILI incidence,2026/4/5,4,ES,quantile,0.15,6.395074891
2026/3/18,ILI incidence,2026/3/15,1,ES,quantile,0.2,7.817257643
2026/3/18,ILI incidence,2026/3/22,2,ES,quantile,0.2,7.422810731
2026/3/18,ILI incidence,2026/3/29,3,ES,quantile,0.2,8.000195205
2026/3/18,ILI incidence,2026/4/5,4,ES,quantile,0.2,8.804767821
2026/3/18,ILI incidence,2026/3/15,1,ES,quantile,0.25,9.207557689
2026/3/18,ILI incidence,2026/3/22,2,ES,quantile,0.25,9.348336729
2026/3/18,ILI incidence,2026/3/29,3,ES,quantile,0.25,10.19509133
2026/3/18,ILI incidence,2026/4/5,4,ES,quantile,0.25,11.15247288
2026/3/18,ILI incidence,2026/3/15,1,ES,quantile,0.3,10.56890041
2026/3/18,ILI incidence,2026/3/22,2,ES,quantile,0.3,11.23375765
2026/3/18,ILI incidence,2026/3/29,3,ES,quantile,0.3,12.3442719
2026/3/18,ILI incidence,2026/4/5,4,ES,quantile,0.3,13.45127967
2026/3/18,ILI incidence,2026/3/15,1,ES,quantile,0.35,11.90806741
2026/3/18,ILI incidence,2026/3/22,2,ES,quantile,0.35,13.08846585
2026/3/18,ILI incidence,2026/3/29,3,ES,quantile,0.35,14.45844321
2026/3/18,ILI incidence,2026/4/5,4,ES,quantile,0.35,15.71263984
2026/3/18,ILI incidence,2026/3/15,1,ES,quantile,0.4,13.23114662
2026/3/18,ILI incidence,2026/3/22,2,ES,quantile,0.4,14.9208929
2026/3/18,ILI incidence,2026/3/29,3,ES,quantile,0.4,16.54721637
2026/3/18,ILI incidence,2026/4/5,4,ES,quantile,0.4,17.94683365
2026/3/18,ILI incidence,2026/3/15,1,ES,quantile,0.45,14.5437485
2026/3/18,ILI incidence,2026/3/22,2,ES,quantile,0.45,16.73880914
2026/3/18,ILI incidence,2026/3/29,3,ES,quantile,0.45,18.61944875
2026/3/18,ILI incidence,2026/4/5,4,ES,quantile,0.45,20.1633351
2026/3/18,ILI incidence,2026/3/15,1,ES,quantile,0.5,15.85118393
2026/3/18,ILI incidence,2026/3/22,2,ES,quantile,0.5,18.54957001
2026/3/18,ILI incidence,2026/3/29,3,ES,quantile,0.5,20.68352475
2026/3/18,ILI incidence,2026/4/5,4,ES,quantile,0.5,22.37111233
2026/3/18,ILI incidence,2026/3/15,1,ES,quantile,0.55,17.15861937
2026/3/18,ILI incidence,2026/3/22,2,ES,quantile,0.55,20.36033088
2026/3/18,ILI incidence,2026/3/29,3,ES,quantile,0.55,22.74760076
2026/3/18,ILI incidence,2026/4/5,4,ES,quantile,0.55,24.57888956
2026/3/18,ILI incidence,2026/3/15,1,ES,quantile,0.6,18.47122124
2026/3/18,ILI incidence,2026/3/22,2,ES,quantile,0.6,22.17824713
2026/3/18,ILI incidence,2026/3/29,3,ES,quantile,0.6,24.81983313
2026/3/18,ILI incidence,2026/4/5,4,ES,quantile,0.6,26.79539101
2026/3/18,ILI incidence,2026/3/15,1,ES,quantile,0.65,19.79430045
2026/3/18,ILI incidence,2026/3/22,2,ES,quantile,0.65,24.01067418
2026/3/18,ILI incidence,2026/3/29,3,ES,quantile,0.65,26.9086063
2026/3/18,ILI incidence,2026/4/5,4,ES,quantile,0.65,29.02958482
2026/3/18,ILI incidence,2026/3/15,1,ES,quantile,0.7,21.13346746
2026/3/18,ILI incidence,2026/3/22,2,ES,quantile,0.7,25.86538238
2026/3/18,ILI incidence,2026/3/29,3,ES,quantile,0.7,29.02277761
2026/3/18,ILI incidence,2026/4/5,4,ES,quantile,0.7,31.29094499
2026/3/18,ILI incidence,2026/3/15,1,ES,quantile,0.75,22.49481018
2026/3/18,ILI incidence,2026/3/22,2,ES,quantile,0.75,27.7508033
2026/3/18,ILI incidence,2026/3/29,3,ES,quantile,0.75,31.17195818
2026/3/18,ILI incidence,2026/4/5,4,ES,quantile,0.75,33.58975178
2026/3/18,ILI incidence,2026/3/15,1,ES,quantile,0.8,23.88511022
2026/3/18,ILI incidence,2026/3/22,2,ES,quantile,0.8,29.6763293
2026/3/18,ILI incidence,2026/3/29,3,ES,quantile,0.8,33.3668543
2026/3/18,ILI incidence,2026/4/5,4,ES,quantile,0.8,35.93745684
2026/3/18,ILI incidence,2026/3/15,1,ES,quantile,0.85,25.3121192
2026/3/18,ILI incidence,2026/3/22,2,ES,quantile,0.85,31.65269612
2026/3/18,ILI incidence,2026/3/29,3,ES,quantile,0.85,35.61970359
2026/3/18,ILI incidence,2026/4/5,4,ES,quantile,0.85,38.34714977
2026/3/18,ILI incidence,2026/3/15,1,ES,quantile,0.9,26.78492723
2026/3/18,ILI incidence,2026/3/22,2,ES,quantile,0.9,33.69249332
2026/3/18,ILI incidence,2026/3/29,3,ES,quantile,0.9,37.94485681
2026/3/18,ILI incidence,2026/4/5,4,ES,quantile,0.9,40.83418044
2026/3/18,ILI incidence,2026/3/15,1,ES,quantile,0.95,28.31447413
2026/3/18,ILI incidence,2026/3/22,2,ES,quantile,0.95,35.81087226
2026/3/18,ILI incidence,2026/3/29,3,ES,quantile,0.95,40.35958489
2026/3/18,ILI incidence,2026/4/5,4,ES,quantile,0.95,43.41702219
2026/3/18,ILI incidence,2026/3/15,1,ES,quantile,0.975,29.1046237
2026/3/18,ILI incidence,2026/3/22,2,ES,quantile,0.975,36.90520693
2026/3/18,ILI incidence,2026/3/29,3,ES,quantile,0.975,41.60701075
2026/3/18,ILI incidence,2026/4/5,4,ES,quantile,0.975,44.751294
2026/3/18,ILI incidence,2026/3/15,1,ES,quantile,0.99,29.58794053
2026/3/18,ILI incidence,2026/3/22,2,ES,quantile,0.99,37.57458699
2026/3/18,ILI incidence,2026/3/29,3,ES,quantile,0.99,42.37003327
2026/3/18,ILI incidence,2026/4/5,4,ES,quantile,0.99,45.56743823
2026/3/18,ILI incidence,2026/3/15,1,ES,median,,15.85118393
2026/3/18,ILI incidence,2026/3/22,2,ES,median,,18.54957001
2026/3/18,ILI incidence,2026/3/29,3,ES,median,,20.68352475
2026/3/18,ILI incidence,2026/4/5,4,ES,median,,22.37111233
2026/3/18,ILI incidence,2026/3/15,1,FR,quantile,0.01,36.06942271
2026/3/18,ILI incidence,2026/3/22,2,FR,quantile,0.01,31.65996452
2026/3/18,ILI incidence,2026/3/29,3,FR,quantile,0.01,27.46288154
2026/3/18,ILI incidence,2026/4/5,4,FR,quantile,0.01,27.84045398
2026/3/18,ILI incidence,2026/3/15,1,FR,quantile,0.025,37.08328228
2026/3/18,ILI incidence,2026/3/22,2,FR,quantile,0.025,33.06351751
2026/3/18,ILI incidence,2026/3/29,3,FR,quantile,0.025,29.16316926
2026/3/18,ILI incidence,2026/4/5,4,FR,quantile,0.025,29.69168556
2026/3/18,ILI incidence,2026/3/15,1,FR,quantile,0.05,38.74078861
2026/3/18,ILI incidence,2026/3/22,2,FR,quantile,0.05,35.35811335
2026/3/18,ILI incidence,2026/3/29,3,FR,quantile,0.05,31.94288131
2026/3/18,ILI incidence,2026/4/5,4,FR,quantile,0.05,32.71816789
2026/3/18,ILI incidence,2026/3/15,1,FR,quantile,0.1,41.94933767
2026/3/18,ILI incidence,2026/3/22,2,FR,quantile,0.1,39.79992044
2026/3/18,ILI incidence,2026/3/29,3,FR,quantile,0.1,37.32376121
2026/3/18,ILI incidence,2026/4/5,4,FR,quantile,0.1,38.57673801
2026/3/18,ILI incidence,2026/3/15,1,FR,quantile,0.15,45.03886491
2026/3/18,ILI incidence,2026/3/22,2,FR,quantile,0.15,44.07695772
2026/3/18,ILI incidence,2026/3/29,3,FR,quantile,0.15,42.5050362
2026/3/18,ILI incidence,2026/4/5,4,FR,quantile,0.15,44.21798319
2026/3/18,ILI incidence,2026/3/15,1,FR,quantile,0.2,48.03231892
2026/3/18,ILI incidence,2026/3/22,2,FR,quantile,0.2,48.22099447
2026/3/18,ILI incidence,2026/3/29,3,FR,quantile,0.2,47.52519209
2026/3/18,ILI incidence,2026/4/5,4,FR,quantile,0.2,49.68380586
2026/3/18,ILI incidence,2026/3/15,1,FR,quantile,0.25,50.94876817
2026/3/18,ILI incidence,2026/3/22,2,FR,quantile,0.25,52.25842842
2026/3/18,ILI incidence,2026/3/29,3,FR,quantile,0.25,52.41620756
2026/3/18,ILI incidence,2026/4/5,4,FR,quantile,0.25,55.00902359
2026/3/18,ILI incidence,2026/3/15,1,FR,quantile,0.3,53.80447327
2026/3/18,ILI incidence,2026/3/22,2,FR,quantile,0.3,56.21177023
2026/3/18,ILI incidence,2026/3/29,3,FR,quantile,0.3,57.2053524
2026/3/18,ILI incidence,2026/4/5,4,FR,quantile,0.3,60.22332708
2026/3/18,ILI incidence,2026/3/15,1,FR,quantile,0.35,56.61366012
2026/3/18,ILI incidence,2026/3/22,2,FR,quantile,0.35,60.10071374
2026/3/18,ILI incidence,2026/3/29,3,FR,quantile,0.35,61.91648405
2026/3/18,ILI incidence,2026/4/5,4,FR,quantile,0.35,65.35269172
2026/3/18,ILI incidence,2026/3/15,1,FR,quantile,0.4,59.38909941
2026/3/18,ILI incidence,2026/3/22,2,FR,quantile,0.4,63.94293825
2026/3/18,ILI incidence,2026/3/29,3,FR,quantile,0.4,66.57101953
2026/3/18,ILI incidence,2026/4/5,4,FR,quantile,0.4,70.42043584
2026/3/18,ILI incidence,2026/3/15,1,FR,quantile,0.45,62.14256026
2026/3/18,ILI incidence,2026/3/22,2,FR,quantile,0.45,67.75473657
2026/3/18,ILI incidence,2026/3/29,3,FR,quantile,0.45,71.18869619
2026/3/18,ILI incidence,2026/4/5,4,FR,quantile,0.45,75.44804898
2026/3/18,ILI incidence,2026/3/15,1,FR,quantile,0.5,64.88518341
2026/3/18,ILI incidence,2026/3/22,2,FR,quantile,0.5,71.55153153
2026/3/18,ILI incidence,2026/3/29,3,FR,quantile,0.5,75.78819754
2026/3/18,ILI incidence,2026/4/5,4,FR,quantile,0.5,80.4558733
2026/3/18,ILI incidence,2026/3/15,1,FR,quantile,0.55,67.62780656
2026/3/18,ILI incidence,2026/3/22,2,FR,quantile,0.55,75.34832649
2026/3/18,ILI incidence,2026/3/29,3,FR,quantile,0.55,80.3876989
2026/3/18,ILI incidence,2026/4/5,4,FR,quantile,0.55,85.46369761
2026/3/18,ILI incidence,2026/3/15,1,FR,quantile,0.6,70.38126741
2026/3/18,ILI incidence,2026/3/22,2,FR,quantile,0.6,79.1601248
2026/3/18,ILI incidence,2026/3/29,3,FR,quantile,0.6,85.00537556
2026/3/18,ILI incidence,2026/4/5,4,FR,quantile,0.6,90.49131075
2026/3/18,ILI incidence,2026/3/15,1,FR,quantile,0.65,73.15670669
2026/3/18,ILI incidence,2026/3/22,2,FR,quantile,0.65,83.00234932
2026/3/18,ILI incidence,2026/3/29,3,FR,quantile,0.65,89.65991104
2026/3/18,ILI incidence,2026/4/5,4,FR,quantile,0.65,95.55905487
2026/3/18,ILI incidence,2026/3/15,1,FR,quantile,0.7,75.96589354
2026/3/18,ILI incidence,2026/3/22,2,FR,quantile,0.7,86.89129283
2026/3/18,ILI incidence,2026/3/29,3,FR,quantile,0.7,94.37104269
2026/3/18,ILI incidence,2026/4/5,4,FR,quantile,0.7,100.6884195
2026/3/18,ILI incidence,2026/3/15,1,FR,quantile,0.75,78.82159865
2026/3/18,ILI incidence,2026/3/22,2,FR,quantile,0.75,90.84463464
2026/3/18,ILI incidence,2026/3/29,3,FR,quantile,0.75,99.16018753
2026/3/18,ILI incidence,2026/4/5,4,FR,quantile,0.75,105.902723
2026/3/18,ILI incidence,2026/3/15,1,FR,quantile,0.8,81.73804789
2026/3/18,ILI incidence,2026/3/22,2,FR,quantile,0.8,94.88206859
2026/3/18,ILI incidence,2026/3/29,3,FR,quantile,0.8,104.051203
2026/3/18,ILI incidence,2026/4/5,4,FR,quantile,0.8,111.2279407
2026/3/18,ILI incidence,2026/3/15,1,FR,quantile,0.85,84.7315019
2026/3/18,ILI incidence,2026/3/22,2,FR,quantile,0.85,99.02610534
2026/3/18,ILI incidence,2026/3/29,3,FR,quantile,0.85,109.0713589
2026/3/18,ILI incidence,2026/4/5,4,FR,quantile,0.85,116.6937634
2026/3/18,ILI incidence,2026/3/15,1,FR,quantile,0.9,87.82102914
2026/3/18,ILI incidence,2026/3/22,2,FR,quantile,0.9,103.3031426
2026/3/18,ILI incidence,2026/3/29,3,FR,quantile,0.9,114.2526339
2026/3/18,ILI incidence,2026/4/5,4,FR,quantile,0.9,122.3350086
2026/3/18,ILI incidence,2026/3/15,1,FR,quantile,0.95,91.02957821
2026/3/18,ILI incidence,2026/3/22,2,FR,quantile,0.95,107.7449497
2026/3/18,ILI incidence,2026/3/29,3,FR,quantile,0.95,119.6335138
2026/3/18,ILI incidence,2026/4/5,4,FR,quantile,0.95,128.1935787
2026/3/18,ILI incidence,2026/3/15,1,FR,quantile,0.975,92.68708454
2026/3/18,ILI incidence,2026/3/22,2,FR,quantile,0.975,110.0395456
2026/3/18,ILI incidence,2026/3/29,3,FR,quantile,0.975,122.4132258
2026/3/18,ILI incidence,2026/4/5,4,FR,quantile,0.975,131.220061
2026/3/18,ILI incidence,2026/3/15,1,FR,quantile,0.99,93.70094411
2026/3/18,ILI incidence,2026/3/22,2,FR,quantile,0.99,111.4430985
2026/3/18,ILI incidence,2026/3/29,3,FR,quantile,0.99,124.1135135
2026/3/18,ILI incidence,2026/4/5,4,FR,quantile,0.99,133.0712926
2026/3/18,ILI incidence,2026/3/15,1,FR,median,,64.88518341
2026/3/18,ILI incidence,2026/3/22,2,FR,median,,71.55153153
2026/3/18,ILI incidence,2026/3/29,3,FR,median,,75.78819754
2026/3/18,ILI incidence,2026/4/5,4,FR,median,,80.4558733
2026/3/18,ILI incidence,2026/3/15,1,GB-ENG,quantile,0.01,2.405423811
2026/3/18,ILI incidence,2026/3/22,2,GB-ENG,quantile,0.01,2.34948546
2026/3/18,ILI incidence,2026/3/29,3,GB-ENG,quantile,0.01,2.444175574
2026/3/18,ILI incidence,2026/4/5,4,GB-ENG,quantile,0.01,2.457083176
2026/3/18,ILI incidence,2026/3/15,1,GB-ENG,quantile,0.025,2.440721987
2026/3/18,ILI incidence,2026/3/22,2,GB-ENG,quantile,0.025,2.395387532
2026/3/18,ILI incidence,2026/3/29,3,GB-ENG,quantile,0.025,2.497672579
2026/3/18,ILI incidence,2026/4/5,4,GB-ENG,quantile,0.025,2.520392729
2026/3/18,ILI incidence,2026/3/15,1,GB-ENG,quantile,0.05,2.498429141
2026/3/18,ILI incidence,2026/3/22,2,GB-ENG,quantile,0.05,2.470430445
2026/3/18,ILI incidence,2026/3/29,3,GB-ENG,quantile,0.05,2.585132052
2026/3/18,ILI incidence,2026/4/5,4,GB-ENG,quantile,0.05,2.623894229
2026/3/18,ILI incidence,2026/3/15,1,GB-ENG,quantile,0.1,2.610136851
2026/3/18,ILI incidence,2026/3/22,2,GB-ENG,quantile,0.1,2.615696175
2026/3/18,ILI incidence,2026/3/29,3,GB-ENG,quantile,0.1,2.754433372
2026/3/18,ILI incidence,2026/4/5,4,GB-ENG,quantile,0.1,2.824249205
2026/3/18,ILI incidence,2026/3/15,1,GB-ENG,quantile,0.15,2.717700739
2026/3/18,ILI incidence,2026/3/22,2,GB-ENG,quantile,0.15,2.755573241
2026/3/18,ILI incidence,2026/3/29,3,GB-ENG,quantile,0.15,2.917454423
2026/3/18,ILI incidence,2026/4/5,4,GB-ENG,quantile,0.15,3.01717197
2026/3/18,ILI incidence,2026/3/15,1,GB-ENG,quantile,0.2,2.821919776
2026/3/18,ILI incidence,2026/3/22,2,GB-ENG,quantile,0.2,2.891100632
2026/3/18,ILI incidence,2026/3/29,3,GB-ENG,quantile,0.2,3.075406104
2026/3/18,ILI incidence,2026/4/5,4,GB-ENG,quantile,0.2,3.204095527
2026/3/18,ILI incidence,2026/3/15,1,GB-ENG,quantile,0.25,2.923457841
2026/3/18,ILI incidence,2026/3/22,2,GB-ENG,quantile,0.25,3.023141663
2026/3/18,ILI incidence,2026/3/29,3,GB-ENG,quantile,0.25,3.229294574
2026/3/18,ILI incidence,2026/4/5,4,GB-ENG,quantile,0.25,3.386210591
2026/3/18,ILI incidence,2026/3/15,1,GB-ENG,quantile,0.3,3.02288106
2026/3/18,ILI incidence,2026/3/22,2,GB-ENG,quantile,0.3,3.152432529
2026/3/18,ILI incidence,2026/3/29,3,GB-ENG,quantile,0.3,3.379977838
2026/3/18,ILI incidence,2026/4/5,4,GB-ENG,quantile,0.3,3.564532542
2026/3/18,ILI incidence,2026/3/15,1,GB-ENG,quantile,0.35,3.120684716
2026/3/18,ILI incidence,2026/3/22,2,GB-ENG,quantile,0.35,3.2796173
2026/3/18,ILI incidence,2026/3/29,3,GB-ENG,quantile,0.35,3.528206533
2026/3/18,ILI incidence,2026/4/5,4,GB-ENG,quantile,0.35,3.739949701
2026/3/18,ILI incidence,2026/3/15,1,GB-ENG,quantile,0.4,3.217313429
2026/3/18,ILI incidence,2026/3/22,2,GB-ENG,quantile,0.4,3.405274165
2026/3/18,ILI incidence,2026/3/29,3,GB-ENG,quantile,0.4,3.674654515
2026/3/18,ILI incidence,2026/4/5,4,GB-ENG,quantile,0.4,3.913259525
2026/3/18,ILI incidence,2026/3/15,1,GB-ENG,quantile,0.45,3.313176949
2026/3/18,ILI incidence,2026/3/22,2,GB-ENG,quantile,0.45,3.529935964
2026/3/18,ILI incidence,2026/3/29,3,GB-ENG,quantile,0.45,3.81994279
2026/3/18,ILI incidence,2026/4/5,4,GB-ENG,quantile,0.45,4.085196924
2026/3/18,ILI incidence,2026/3/15,1,GB-ENG,quantile,0.5,3.408663146
2026/3/18,ILI incidence,2026/3/22,2,GB-ENG,quantile,0.5,3.654107091
2026/3/18,ILI incidence,2026/3/29,3,GB-ENG,quantile,0.5,3.964659206
2026/3/18,ILI incidence,2026/4/5,4,GB-ENG,quantile,0.5,4.256457573
2026/3/18,ILI incidence,2026/3/15,1,GB-ENG,quantile,0.55,3.504149344
2026/3/18,ILI incidence,2026/3/22,2,GB-ENG,quantile,0.55,3.778278218
2026/3/18,ILI incidence,2026/3/29,3,GB-ENG,quantile,0.55,4.109375621
2026/3/18,ILI incidence,2026/4/5,4,GB-ENG,quantile,0.55,4.427718222
2026/3/18,ILI incidence,2026/3/15,1,GB-ENG,quantile,0.6,3.600012864
2026/3/18,ILI incidence,2026/3/22,2,GB-ENG,quantile,0.6,3.902940018
2026/3/18,ILI incidence,2026/3/29,3,GB-ENG,quantile,0.6,4.254663896
2026/3/18,ILI incidence,2026/4/5,4,GB-ENG,quantile,0.6,4.599655621
2026/3/18,ILI incidence,2026/3/15,1,GB-ENG,quantile,0.65,3.696641576
2026/3/18,ILI incidence,2026/3/22,2,GB-ENG,quantile,0.65,4.028596882
2026/3/18,ILI incidence,2026/3/29,3,GB-ENG,quantile,0.65,4.401111878
2026/3/18,ILI incidence,2026/4/5,4,GB-ENG,quantile,0.65,4.772965444
2026/3/18,ILI incidence,2026/3/15,1,GB-ENG,quantile,0.7,3.794445232
2026/3/18,ILI incidence,2026/3/22,2,GB-ENG,quantile,0.7,4.155781653
2026/3/18,ILI incidence,2026/3/29,3,GB-ENG,quantile,0.7,4.549340573
2026/3/18,ILI incidence,2026/4/5,4,GB-ENG,quantile,0.7,4.948382604
2026/3/18,ILI incidence,2026/3/15,1,GB-ENG,quantile,0.75,3.893868452
2026/3/18,ILI incidence,2026/3/22,2,GB-ENG,quantile,0.75,4.285072519
2026/3/18,ILI incidence,2026/3/29,3,GB-ENG,quantile,0.75,4.700023837
2026/3/18,ILI incidence,2026/4/5,4,GB-ENG,quantile,0.75,5.126704555
2026/3/18,ILI incidence,2026/3/15,1,GB-ENG,quantile,0.8,3.995406517
2026/3/18,ILI incidence,2026/3/22,2,GB-ENG,quantile,0.8,4.417113551
2026/3/18,ILI incidence,2026/3/29,3,GB-ENG,quantile,0.8,4.853912307
2026/3/18,ILI incidence,2026/4/5,4,GB-ENG,quantile,0.8,5.308819618
2026/3/18,ILI incidence,2026/3/15,1,GB-ENG,quantile,0.85,4.099625554
2026/3/18,ILI incidence,2026/3/22,2,GB-ENG,quantile,0.85,4.552640941
2026/3/18,ILI incidence,2026/3/29,3,GB-ENG,quantile,0.85,5.011863988
2026/3/18,ILI incidence,2026/4/5,4,GB-ENG,quantile,0.85,5.495743176
2026/3/18,ILI incidence,2026/3/15,1,GB-ENG,quantile,0.9,4.207189442
2026/3/18,ILI incidence,2026/3/22,2,GB-ENG,quantile,0.9,4.692518008
2026/3/18,ILI incidence,2026/3/29,3,GB-ENG,quantile,0.9,5.174885039
2026/3/18,ILI incidence,2026/4/5,4,GB-ENG,quantile,0.9,5.688665941
2026/3/18,ILI incidence,2026/3/15,1,GB-ENG,quantile,0.95,4.318897151
2026/3/18,ILI incidence,2026/3/22,2,GB-ENG,quantile,0.95,4.837783738
2026/3/18,ILI incidence,2026/3/29,3,GB-ENG,quantile,0.95,5.344186359
2026/3/18,ILI incidence,2026/4/5,4,GB-ENG,quantile,0.95,5.889020917
2026/3/18,ILI incidence,2026/3/15,1,GB-ENG,quantile,0.975,4.376604306
2026/3/18,ILI incidence,2026/3/22,2,GB-ENG,quantile,0.975,4.91282665
2026/3/18,ILI incidence,2026/3/29,3,GB-ENG,quantile,0.975,5.431645832
2026/3/18,ILI incidence,2026/4/5,4,GB-ENG,quantile,0.975,5.992522416
2026/3/18,ILI incidence,2026/3/15,1,GB-ENG,quantile,0.99,4.411902482
2026/3/18,ILI incidence,2026/3/22,2,GB-ENG,quantile,0.99,4.958728722
2026/3/18,ILI incidence,2026/3/29,3,GB-ENG,quantile,0.99,5.485142837
2026/3/18,ILI incidence,2026/4/5,4,GB-ENG,quantile,0.99,6.05583197
2026/3/18,ILI incidence,2026/3/15,1,GB-ENG,median,,3.408663146
2026/3/18,ILI incidence,2026/3/22,2,GB-ENG,median,,3.654107091
2026/3/18,ILI incidence,2026/3/29,3,GB-ENG,median,,3.964659206
2026/3/18,ILI incidence,2026/4/5,4,GB-ENG,median,,4.256457573
2026/3/18,ILI incidence,2026/3/15,1,GB-SCT,quantile,0.01,0.666076647
2026/3/18,ILI incidence,2026/3/22,2,GB-SCT,quantile,0.01,0.551639776
2026/3/18,ILI incidence,2026/3/29,3,GB-SCT,quantile,0.01,0.559581343
2026/3/18,ILI incidence,2026/4/5,4,GB-SCT,quantile,0.01,0.6209536
2026/3/18,ILI incidence,2026/3/15,1,GB-SCT,quantile,0.025,0.802666723
2026/3/18,ILI incidence,2026/3/22,2,GB-SCT,quantile,0.025,0.705483955
2026/3/18,ILI incidence,2026/3/29,3,GB-SCT,quantile,0.025,0.72397089
2026/3/18,ILI incidence,2026/4/5,4,GB-SCT,quantile,0.025,0.792042169
2026/3/18,ILI incidence,2026/3/15,1,GB-SCT,quantile,0.05,1.025970739
2026/3/18,ILI incidence,2026/3/22,2,GB-SCT,quantile,0.05,0.956995809
2026/3/18,ILI incidence,2026/3/29,3,GB-SCT,quantile,0.05,0.992722818
2026/3/18,ILI incidence,2026/4/5,4,GB-SCT,quantile,0.05,1.071745979
2026/3/18,ILI incidence,2026/3/15,1,GB-SCT,quantile,0.1,1.458235691
2026/3/18,ILI incidence,2026/3/22,2,GB-SCT,quantile,0.1,1.443864614
2026/3/18,ILI incidence,2026/3/29,3,GB-SCT,quantile,0.1,1.512964419
